Gondi Word	Telugu Meaning
తాస్	వరుస
తాస్లి వాట్వల్	పన్ను వెయ్యడం
తాస్లితె సీమ్	కౌలుకివ్వు
తిక మక	తికమక
తికలి (జాడి)	గున్క గడ్డి
తిక్క	తిక్క
తిక్కల్	తెల్లగా
తిక్కవాలె	తల పిచ్చెక్కి
తిడిగ్యల్	కోపిష్టి
తిడింజ్	గోరు
తిత్తి	తిత్తి
తింతంగ్	తింటాయి
తిన్వల్ కమ్ర	భోజనం చేసే గది
తిన్వల్ పుర్క	సొరకాయ
తిన	కుడి
తిన కయ్దె	కుడివైపు
తినడి	కుడి
తిప్పున్	గొర్రు
తిమింగలం	తిమింగలం
తియ్ నరిగి	ఉడుత రకం
తిర్తుం	త్రిలింగ దేశం
తిర్నె	బూడిద రంగులో
తిర్నె తల	తెల్లటి తల
తిర్ప్ పాయ్వలిక్	మెరుపు మెరిసినట్టు
తిరి	తిరిగింది
తిరివల్ మాయ్నల్	తిరిగే వాడు
తిరిసివ	తిరిగిరా
తిరుడి బాజి	ఒక రకమైన ఆకుకూర
తిరుని	జెర్రి
తిరుస	తిప్పు
తివ్-	విరగడం
తిహ్-	తినిపించు
తీకె	ఆవలు
తీజ్ బీజ్	పిడుగు
తీర్ సెల్వక్	హద్దులేని
తీర్ప్ వల్	చెరగటం
తీర్ప్-	జల్లించు
తుక్కు	తుక్కు
తుఙన	చేసుకోవాలి
తుఙ్వల్	చేసుకోవడం
తుడ్కల్	ముస్లింవాడు
తుడుస్-	తూర్పార పట్టడం
తుత్-	త్రాగే నీరు తట్టుకుంది
తుంగ్	చేయుట
తుంగ్వల్	కర్మ
తుపన్	తుఫాను
తుపాన్‌తున్ దాత్	తుఫాన్ లాంటిది
తుండ్సి	అంటుకొని
తుమ్మ (మర్ర)	తుమ్మ (చెట్టు)
తుమ్రి (మర్ర)	తునిక (చెట్టు)
తుర్ర	తుర్ర కొమ్ము
తుల్సి (మర్ర)	తులసి (మొక్క)
తుస్క్ వల్	తొలుచుట
తుహ్క తుమ్రి	చిన్న తునిక చెట్టు
తుహ్క్-	తుమ్ముట
తుహ్తొర్	ఒలకబొయ్యి
తూటెమాతెర్	విడిపోయారు
తూమ్	(పిండ ప్రదానం) పెద్ద దేవుని దగ్గర చనిపోయిన వారి పూజలు చేస్తారు
తూమ్ సియ్వల్	పిండప్రదానం చేయుట
తూర్-	ఒలకబొయ్యి
తూస్-	పంచడం
తెగ్తొర్	తెగించాడు
తెండ్క	విప్పనా
తెండ్త	తీసినది
తెండ్-	తియ్యడము
తెయ్ల	సంచి
తెర్	కంటె
తెర్గ్-	ఎక్కుట
తెర్య	తెరుచుట
తెర్వల్	పీకడం
తెర్వి జాడి	ఒక రకమైన గడ్డి
తెర్-	పీకు
తెరియ	తెర్చుకో
తెరి-	తెరుచుట
తెరుస్వల్	గొడవ పెట్టుకో
తెరుస్-	గొడవ చేయుట
తెలగొల కియ్వల్	ముగింపు
తెల్‌ఙడ్	నాలుగు దిక్కులలో దక్షిణము ఒక దిక్కు
తెహ్చ్-	చెరుగు
తెహ్-	లేపు
తేక మర్ర	టేకు చెట్టు
తేచ్చి	లేచి
తేడల్	తేడా
తేద్-	లెమ్ము
తేన	ఈమె
తేనె	దీనితో
తేనె తుంక	ఈమెనే చేసుకుంట
తేర్య	బుడిమ్ కాయ
తేల్వల్	తేలడం
తొక్కుడ్ గిందంగ్	ముట్టు గుడ్డలు
తొక్కుడ్ బండ	త్రొక్కే బండ
తొడ్ద్ మున్నె	ఎదురు బదురుగా ఉండి
తొత్ వేస్-	పూర్వపు వలే
తొత్త బాసన్	పురాతన వస్తువు
తొత్తఙ్ గొస్టింగ్	పూర్వ పదాలు
తొత్త	మూర్వకాలపు మహిళ
తొంద్డె	నత్తి
తొల్లె	అప్పుడు
తొల్లె-జమనతె	పూర్వము
తొల్లె గడె మాత	పూర్వము జరిగింది
తొహ	చూపించు
తొహ్-	చూపడము
తోకొర్	తోక
తోకొర్ సుక్కుం	తోక చుక్క
తోట	ఉద్యాన వనం
తోడ్గ్-	తీసుడు పోసుడు
తోడి వాట్సి	మట్టి కప్పి
తోడికట్ట	మట్టి కట్ట
తోడినియ్	మట్టినూనె
తోడొ	తోడు
తోడొస	కొద్దిగా
తోతె	నత్తి
తోయ (మర్ర)	మేడి (చెట్టు)
తోయ్లె	తిండిపోతైన
తోయ్-	ఉబ్బడము
తోర్-	తీయడం
తోల్	చర్మము
దక్కుస	కాపాడు
దక్కుస్-	కాపాడుట
దక్నెఆ-	కలత చెందడం
దక్సిన్ మహ సమ్దుర్	దక్షిణ మహా సముద్రం
దక్-	మిగిలిపోయింది
