Gondi Word	Hindi Meaning	Telugu Meaning
तिना	दाहिना	కుడి
तिनेर्ग्	दाहिने ओर	
तिना कय्‍दे	दाहिने हाथ से	కుడిచేతితో
तिना कय्‍दे	दाहिने हाथ से	కుడిచేతితో
तिनुड	खाना	తినుట
तिनेर्ग्	दाहिने ओर	
तिम्मिरि		తిమ్మిరి
तिय्यगा	मीठा	తియటి
तिरमन मरा	धौडे का पेड़	తిర్మన్ చెట్టు
तिरयुड	घुमना	తిరగుడు
तिरुह्मड़	घुमाना	
तिरियसि केंजा वायमड़	प्रतिध्‍वनी सुनाई देना	
तिरुह्मड़	घुमाना	
तिवमड़	कटना	
तिहमड़	खिलाना	తినుపించడము
तीगे	वायर	తీగె
तीर	प्रकार	రకాలు
रक-रकाल्‍क/तीर-तीर्क्‌ना	तरह-तरह के	అనేక రకాలు
तीर्पमड़	चावल चुनना	
तुक्‍कु	चूरा	తుక్కు
तुंगा जाडी	एक प्रकार का घास	
तुंगुमड	नहाना	స్నానము చెయుట
तुडूं		డంక
तुताकोम	नरसिंघा	ఊదెకొమ్ము
तुपाकी	बंदूक	తుపాకి
तुम्मा मर्रा	बबूल पेड़	తుమ్మ (చెట్టు)
तुम्मिर मरा	तेंदु का पेड़	తున్కి (చెట్టు)
तुरकल	मुसलमान	ముస్లింవాడు
तुलसे मरा	तुलसी का पेड़	తుల్సి (చెట్టు)
तुवेला	तौलिया	తువాల
तुह्‍कुड़	छींकना	తుమ్ము
तूरपु	पूरब	తూర్పు దిక్కు
तूस	हिस्‍सा	పాలుకు
तॆने	शहद	
तॆने	शहद	తేనె
तॆने तेट्टे		తేనె తట్టు
तॆरे काया		దోసకాయ
तॆलुडु	तरंगना	తేలడము
ते	उठ	లే!
तेका मरा	सागवान का पेड़	టేకు (చెట్టు)
तेडियता	समझा	అర్థమయింది
तेंडिस पोच्मड़ / पोहमड़	निकाल के फेंकना	తీసి పడెయడము
तेंडुडु	निकालना	తియ్యడము
तेंडुड़ु	खोलना	తెర్చుట
तेदमड़	तयार होना	లేవడము
तेदा	जाग	లెమ్ము
तेदूस-	उभारना	
तेदूस-	उभारना	
तेर	यद्यपि	అయ్న!
तेल्‍लगा	सफेद	తెలుపు
तेल्‍लगा मेरसमड़	चमकना	తెల్లగ మెర్వడము
तेल्‍ला कोर्रु पोरी	मुर्गी का सफेद बच्‍चा	తెల్ల కొడి పిల్ల
तेल्‍ला गड्डा	मूली	
तेल्‍ला डोक्‍के	सफेद गिरगीट	తెలపు డొక్కె
तेल्‍ला बल्‍ली	सफेद मक़डी	తెలుపు బల్లి
तेल्‍ला मग्‍गुर/बेरेड मग्‍गुर	सफेद मगर	
तेल्‍ला मन्नु	सफेद मिट्टी	తెలుపు మట్టి
तेल्‍लाकोंगा	बगला	తెలుపు కొంగ
तेल्‍विते	जागृत अवस्‍था	మేల్కొని
तेल्‍विते मत्ताप	जागते रहना	మెళుకువ
